id,County_Code,District_Code,School_Code,Filler,Test_Year,Subgroup_ID,Test_Type,Total_CAASPP_Enrollment,Total_Tested_At_Entity_Level,Total_Tested_at_Subgroup_Level,Grade,Test_Id,CAASPP_Reported_Enrollment,Students_Tested,Mean_Scale_Score,Percentage_Standard_Exceeded,Percentage_Standard_Met,Percentage_Standard_Met_and_Above,Percentage_Standard_Nearly_Met,Percentage_Standard_Not_Met,Students_with_Scores,Area_1_Percentage_Above_Standard,Area_1_Percentage_At_or_Near_Standard,Area_1_Percentage_Below_Standard,Area_2_Percentage_Above_Standard,Area_2_Percentage_At_or_Near_Standard,Area_2_Percentage_Below_Standard,Area_3_Percentage_Above_Standard,Area_3_Percentage_At_or_Near_Standard,Area_3_Percentage_Below_Standard,Area_4_Percentage_Above_Standard,Area_4_Percentage_At_or_Near_Standard,Area_4_Percentage_Below_Standard,Total_Tested_with_Scores,Area_1_Percentage_Near_Standard,Area_2_Percentage_Near_Standard,Area_3_Percentage_Near_Standard,Area_4_Percentage_Near_Standard
sb_ca2019_all_csv_v4.txt,30,66696,0000000,NA,2019,1,B,NA,1248,NA,5,1,327,322,2503.8,24.53,26.09,50.62,20.19,29.19,322,27.64,NA,30.12,30.75,NA,24.22,19.57,NA,20.50,25.47,NA,29.81,1248,42.24,45.03,59.94,44.72
sb_ca2019_all_csv_v4.txt,30,66746,0000000,NA,2019,1,B,NA,5921,NA,5,1,1008,987,2529.2,31.91,30.80,62.72,18.24,19.05,987,35.66,NA,19.25,36.37,NA,18.24,21.99,NA,15.10,36.98,NA,18.84,5920,45.09,45.39,62.92,44.17
sb_ca2019_all_csv_v4.txt,31,10314,0000000,NA,2019,1,B,NA,199,NA,5,1,27,27,2492.5,18.52,33.33,51.85,14.81,33.33,27,40.74,NA,25.93,11.54,NA,26.92,25.93,NA,25.93,22.22,NA,22.22,198,33.33,61.54,48.15,55.56
sb_ca2019_all_csv_v4.txt,31,66761,0000000,NA,2019,1,B,NA,370,NA,5,1,59,58,2543.5,36.21,29.31,65.52,20.69,13.79,58,50.00,NA,13.79,29.31,NA,17.24,18.97,NA,12.07,43.10,NA,17.24,370,36.21,53.45,68.97,39.66
sb_ca2019_all_csv_v4.txt,31,66779,0000000,NA,2019,1,B,NA,60,NA,5,1,10,10,*,*,*,*,*,*,10,*,NA,*,*,NA,*,*,NA,*,*,NA,*,60,*,*,*,*
sb_ca2019_all_csv_v4.txt,31,66787,0000000,NA,2019,1,B,NA,1286,NA,5,1,203,197,2481.4,17.35,21.43,38.78,25.51,35.71,196,17.35,NA,34.18,18.46,NA,31.79,13.78,NA,25.00,19.39,NA,33.16,1283,48.47,49.74,61.22,47.45
sb_ca2019_all_csv_v4.txt,31,66852,0000000,NA,2019,1,B,NA,303,NA,5,1,52,52,2529.9,17.31,55.77,73.08,15.38,11.54,52,40.38,NA,15.38,23.08,NA,15.38,19.23,NA,11.54,38.46,NA,11.54,303,44.23,61.54,69.23,50.00
sb_ca2019_all_csv_v4.txt,31,66886,0000000,NA,2019,1,B,NA,475,NA,5,1,69,68,2516.2,25.00,35.29,60.29,11.76,27.94,68,45.59,NA,20.59,23.53,NA,30.88,27.94,NA,13.24,32.35,NA,25.00,475,33.82,45.59,58.82,42.65
sb_ca2019_all_csv_v4.txt,31,66951,0000000,NA,2019,1,B,NA,3710,NA,5,1,535,532,2528.9,27.07,37.22,64.29,20.86,14.85,532,36.28,NA,14.66,27.07,NA,16.17,19.55,NA,12.41,34.40,NA,17.29,3709,49.06,56.77,68.05,48.31
sb_ca2019_all_csv_v4.txt,33,10330,0000000,NA,2019,1,B,NA,602,NA,5,1,19,19,2395.6,5.26,15.79,21.05,5.26,73.68,19,0.00,NA,63.16,5.26,NA,73.68,5.26,NA,57.89,15.79,NA,63.16,602,36.84,21.05,36.84,21.05
sb_ca2019_all_csv_v4.txt,33,66993,0000000,NA,2019,1,B,NA,5441,NA,5,1,840,838,2505.0,21.84,31.26,53.10,19.69,27.21,838,26.97,NA,24.46,25.66,NA,26.25,20.05,NA,20.41,30.43,NA,26.37,5439,48.57,48.09,59.55,43.20
sb_ca2019_all_csv_v4.txt,33,67082,0000000,NA,2019,1,B,NA,11501,NA,5,1,1611,1585,2462.6,11.10,25.87,36.97,20.44,42.59,1585,15.52,NA,40.76,15.39,NA,38.74,10.73,NA,31.92,16.15,NA,39.56,11495,43.72,45.87,57.35,44.29
sb_ca2019_all_csv_v4.txt,33,67116,0000000,NA,2019,1,B,NA,6664,NA,5,1,1164,1154,2511.4,23.40,34.06,57.45,19.50,23.05,1154,31.54,NA,20.71,27.82,NA,23.31,19.67,NA,17.85,28.68,NA,23.66,6663,47.75,48.87,62.48,47.66
sb_ca2019_all_csv_v4.txt,33,67157,0000000,NA,2019,1,B,NA,1178,NA,5,1,166,163,2507.7,15.95,30.67,46.63,36.81,16.56,163,20.86,NA,18.40,20.25,NA,14.11,12.88,NA,14.11,26.38,NA,23.93,1178,60.74,65.64,73.01,49.69
sb_ca2019_all_csv_v4.txt,33,67199,0000000,NA,2019,1,B,NA,3272,NA,5,1,728,713,2454.9,11.64,21.18,32.82,19.92,47.27,713,13.18,NA,44.60,16.13,NA,41.51,8.27,NA,32.54,15.85,NA,43.48,3272,42.22,42.36,59.19,40.67
sb_ca2019_all_csv_v4.txt,33,67207,0000000,NA,2019,1,B,NA,3641,NA,5,1,65,65,2427.1,3.08,13.85,16.92,30.77,52.31,65,4.62,NA,53.85,7.69,NA,43.08,0.00,NA,47.69,7.69,NA,56.92,3639,41.54,49.23,52.31,35.38
sb_ca2019_all_csv_v4.txt,33,67231,0000000,NA,2019,1,B,NA,2623,NA,5,1,438,435,2496.6,18.85,30.34,49.20,23.91,26.90,435,23.22,NA,26.90,22.07,NA,24.37,14.48,NA,22.99,27.13,NA,27.59,2623,49.89,53.56,62.53,45.29
sb_ca2019_all_csv_v4.txt,33,75200,0000000,NA,2019,1,B,NA,12063,NA,5,1,1618,1599,2533.4,31.27,35.46,66.73,19.07,14.20,1599,35.73,NA,15.58,34.92,NA,13.83,22.97,NA,11.76,35.11,NA,15.02,12059,48.69,51.25,65.27,49.87
sb_ca2019_all_csv_v4.txt,33,76943,0000000,NA,2019,1,B,NA,218,NA,5,1,37,37,2480.5,13.51,21.62,35.14,29.73,35.14,37,21.62,NA,32.43,16.22,NA,24.32,10.81,NA,35.14,21.62,NA,43.24,218,45.95,59.46,54.05,35.14
sb_ca2019_all_csv_v4.txt,34,10348,0000000,NA,2019,1,B,NA,261,NA,5,1,*,*,*,*,*,*,*,*,*,*,NA,*,*,NA,*,*,NA,*,*,NA,*,255,*,*,*,*
sb_ca2019_all_csv_v4.txt,34,67439,0000000,NA,2019,1,B,NA,22332,NA,5,1,3251,3184,2474.4,17.25,23.66,40.90,19.45,39.65,3183,22.34,NA,36.10,19.75,NA,36.82,13.67,NA,28.81,20.42,NA,38.05,22313,41.56,43.43,57.52,41.53
sb_ca2019_all_csv_v4.txt,34,76505,0000000,NA,2019,1,B,NA,13292,NA,5,1,2028,1984,2468.3,13.28,23.47,36.75,23.88,39.37,1981,16.84,NA,38.29,16.51,NA,34.95,10.37,NA,29.81,17.16,NA,38.66,13269,44.87,48.53,59.82,44.18
sb_ca2019_all_csv_v4.txt,33,66977,0000000,NA,2019,1,B,NA,9689,NA,5,1,1469,1452,2482.4,14.67,28.31,42.98,23.97,33.06,1452,19.70,NA,31.47,19.63,NA,30.44,11.91,NA,25.07,18.46,NA,32.44,9651,48.83,49.93,63.02,49.10
sb_ca2019_all_csv_v4.txt,33,67033,0000000,NA,2019,1,B,NA,27719,NA,5,1,3956,3918,2527.7,29.46,32.83,62.29,19.45,18.25,3917,33.11,NA,18.89,35.22,NA,16.22,23.03,NA,14.30,33.75,NA,18.84,27713,48.00,48.56,62.68,47.41
sb_ca2019_all_csv_v4.txt,33,67041,0000000,NA,2019,1,B,NA,16,NA,5,1,*,*,*,*,*,*,*,*,*,*,NA,*,*,NA,*,*,NA,*,*,NA,*,16,*,*,*,*
sb_ca2019_all_csv_v4.txt,33,67058,0000000,NA,2019,1,B,NA,14590,NA,5,1,2047,2016,2503.9,22.92,29.56,52.48,19.74,27.78,2016,26.09,NA,28.13,28.24,NA,23.87,18.36,NA,21.04,27.64,NA,26.80,14585,45.78,47.89,60.60,45.56
sb_ca2019_all_csv_v4.txt,33,67124,0000000,NA,2019,1,B,NA,16825,NA,5,1,2534,2513,2468.1,12.26,25.07,37.33,22.92,39.75,2513,15.84,NA,37.60,17.12,NA,36.28,10.43,NA,29.53,17.15,NA,38.64,16805,46.56,46.59,60.05,44.21
sb_ca2019_all_csv_v4.txt,33,67173,0000000,NA,2019,1,B,NA,11930,NA,5,1,1728,1710,2482.8,17.37,25.50,42.87,22.81,34.33,1710,20.99,NA,32.28,18.60,NA,33.27,15.15,NA,25.15,21.87,NA,31.81,11925,46.73,48.13,59.71,46.32
sb_ca2019_all_csv_v4.txt,33,67215,0000000,NA,2019,1,B,NA,21361,NA,5,1,3204,3162,2497.9,20.28,30.78,51.06,20.72,28.22,3161,24.84,NA,27.12,25.59,NA,25.02,15.80,NA,22.00,25.89,NA,28.77,21349,48.04,49.40,62.20,45.33
sb_ca2019_all_csv_v4.txt,33,75176,0000000,NA,2019,1,B,NA,11030,NA,5,1,1591,1570,2489.4,16.11,29.04,45.16,23.44,31.40,1570,20.00,NA,29.11,18.22,NA,28.79,11.53,NA,21.66,23.76,NA,29.87,11025,50.89,52.99,66.82,46.37
sb_ca2019_all_csv_v4.txt,34,67322,0000000,NA,2019,1,B,NA,191,NA,5,1,29,29,2467.1,6.90,27.59,34.48,24.14,41.38,29,17.24,NA,27.59,10.34,NA,44.83,6.90,NA,17.24,13.79,NA,37.93,191,55.17,44.83,75.86,48.28
sb_ca2019_all_csv_v4.txt,34,67330,0000000,NA,2019,1,B,NA,10499,NA,5,1,1528,1507,2537.6,36.39,31.21,67.60,14.87,17.53,1506,41.04,NA,18.26,41.50,NA,16.33,26.10,NA,13.68,39.91,NA,19.19,10489,40.70,42.16,60.23,40.90
sb_ca2019_all_csv_v4.txt,34,67413,0000000,NA,2019,1,B,NA,1015,NA,5,1,119,115,2486.5,14.78,29.57,44.35,27.83,27.83,115,17.39,NA,26.96,21.74,NA,23.48,6.96,NA,26.96,19.13,NA,30.43,1015,55.65,54.78,66.09,50.43
sb_ca2019_all_csv_v4.txt,34,67421,0000000,NA,2019,1,B,NA,1135,NA,5,1,291,287,2473.5,11.15,27.53,38.68,27.18,34.15,287,15.73,NA,35.31,16.84,NA,27.72,9.12,NA,25.26,18.95,NA,34.74,1135,48.95,55.44,65.61,46.32
sb_ca2019_all_csv_v4.txt,34,67447,0000000,NA,2019,1,B,NA,20445,NA,5,1,3048,2968,2486.2,19.68,27.50,47.19,18.57,34.24,2967,25.58,NA,32.36,20.97,NA,32.23,15.98,NA,24.88,23.06,NA,33.68,20433,42.06,46.80,59.14,43.26
sb_ca2019_all_csv_v4.txt,35,67488,0000000,NA,2019,1,B,NA,5,NA,5,1,*,*,*,*,*,*,*,*,*,*,NA,*,*,NA,*,*,NA,*,*,NA,*,5,*,*,*,*
sb_ca2019_all_csv_v4.txt,35,67504,0000000,NA,2019,1,B,NA,496,NA,5,1,74,74,2526.6,18.92,47.30,66.22,24.32,9.46,74,32.43,NA,13.51,37.84,NA,9.46,10.81,NA,9.46,22.97,NA,12.16,496,54.05,52.70,79.73,64.86
sb_ca2019_all_csv_v4.txt,35,67520,0000000,NA,2019,1,B,NA,4,NA,5,1,*,*,*,*,*,*,*,*,*,*,NA,*,*,NA,*,*,NA,*,*,NA,*,4,*,*,*,*
sb_ca2019_all_csv_v4.txt,35,67553,0000000,NA,2019,1,B,NA,143,NA,5,1,24,23,2530.7,47.83,8.70,56.52,17.39,26.09,23,39.13,NA,17.39,26.09,NA,26.09,34.78,NA,13.04,52.17,NA,30.43,143,43.48,47.83,52.17,17.39
sb_ca2019_all_csv_v4.txt,36,67595,0000000,NA,2019,1,B,NA,3929,NA,5,1,662,652,2536.0,32.21,34.51,66.72,17.48,15.80,652,35.12,NA,16.72,35.28,NA,14.57,24.08,NA,13.65,37.42,NA,15.03,3929,48.16,50.15,62.27,47.55
sb_ca2019_all_csv_v4.txt,36,67785,0000000,NA,2019,1,B,NA,1697,NA,5,1,269,264,2502.5,17.05,36.74,53.79,23.48,22.73,264,23.11,NA,24.62,23.48,NA,21.97,12.88,NA,18.94,26.52,NA,22.35,1697,52.27,54.55,68.18,51.14
sb_ca2019_all_csv_v4.txt,36,67827,0000000,NA,2019,1,B,NA,1363,NA,5,1,168,166,2463.2,9.70,23.64,33.33,24.85,41.82,165,16.97,NA,41.82,15.15,NA,37.58,7.88,NA,27.27,11.52,NA,40.00,1362,41.21,47.27,64.85,48.48
sb_ca2019_all_csv_v4.txt,36,67892,0000000,NA,2019,1,B,NA,145,NA,5,1,21,20,2490.5,5.26,47.37,52.63,21.05,26.32,19,31.58,NA,36.84,5.26,NA,31.58,10.53,NA,15.79,15.79,NA,15.79,144,31.58,63.16,73.68,68.42
sb_ca2019_all_csv_v4.txt,36,67918,0000000,NA,2019,1,B,NA,7230,NA,5,1,1776,1753,2459.7,12.55,23.16,35.71,18.82,45.46,1753,16.10,NA,43.66,16.90,NA,40.32,9.65,NA,32.31,15.87,NA,42.87,7228,40.24,42.78,58.05,41.27
sb_ca2019_all_csv_v4.txt,36,73858,0000000,NA,2019,1,B,NA,73,NA,5,1,14,14,2388.0,0.00,7.14,7.14,0.00,92.86,14,0.00,NA,85.71,7.14,NA,71.43,0.00,NA,57.14,0.00,NA,85.71,73,14.29,21.43,42.86,14.29
sb_ca2019_all_csv_v4.txt,36,73890,0000000,NA,2019,1,B,NA,1067,NA,5,1,194,189,2515.6,23.28,34.39,57.67,23.28,19.05,189,28.04,NA,19.58,27.51,NA,21.16,17.99,NA,15.34,28.04,NA,21.16,1067,52.38,51.32,66.67,50.79
sb_ca2019_all_csv_v4.txt,33,67090,0000000,NA,2019,1,B,NA,10176,NA,5,1,1483,1459,2475.7,12.62,27.16,39.78,23.73,36.49,1458,16.74,NA,36.42,17.70,NA,31.00,10.36,NA,26.06,17.97,NA,34.16,10174,46.84,51.30,63.58,47.87
sb_ca2019_all_csv_v4.txt,33,67181,0000000,NA,2019,1,B,NA,1506,NA,5,1,214,213,2447.1,8.45,23.47,31.92,17.84,50.23,213,14.55,NA,42.72,12.68,NA,46.01,6.10,NA,34.74,12.21,NA,51.17,1506,42.72,41.31,59.15,36.62
sb_ca2019_all_csv_v4.txt,33,73676,0000000,NA,2019,1,B,NA,9716,NA,5,1,1402,1374,2445.0,7.69,21.38,29.06,21.96,48.98,1366,9.88,NA,47.58,12.98,NA,40.91,6.52,NA,38.17,12.09,NA,48.13,9698,42.53,46.11,55.31,39.78
sb_ca2019_all_csv_v4.txt,33,75192,0000000,NA,2019,1,B,NA,14483,NA,5,1,2073,2026,2545.1,36.92,35.78,72.70,14.81,12.49,2026,41.71,NA,12.93,38.22,NA,13.73,27.20,NA,9.82,40.23,NA,12.78,14472,45.36,48.05,62.98,46.99
sb_ca2019_all_csv_v4.txt,33,75242,0000000,NA,2019,1,B,NA,10773,NA,5,1,1452,1432,2500.0,23.39,28.35,51.75,19.97,28.28,1432,25.56,NA,29.96,27.09,NA,26.33,16.69,NA,22.28,29.40,NA,27.30,10768,44.48,46.58,61.03,43.30
sb_ca2019_all_csv_v4.txt,34,67348,0000000,NA,2019,1,B,NA,2349,NA,5,1,370,366,2507.9,25.41,30.33,55.74,17.76,26.50,366,29.23,NA,23.77,28.96,NA,24.32,20.77,NA,19.67,27.32,NA,25.14,2348,46.99,46.72,59.56,47.54
sb_ca2019_all_csv_v4.txt,34,75283,0000000,NA,2019,1,B,NA,6892,NA,5,1,964,953,2492.5,19.12,27.10,46.22,22.27,31.51,952,25.53,NA,30.78,24.79,NA,26.47,14.50,NA,24.68,23.00,NA,31.30,6886,43.70,48.74,60.82,45.69
sb_ca2019_all_csv_v4.txt,35,67561,0000000,NA,2019,1,B,NA,71,NA,5,1,9,9,*,*,*,*,*,*,9,*,NA,*,*,NA,*,*,NA,*,*,NA,*,71,*,*,*,*
sb_ca2019_all_csv_v4.txt,35,67579,0000000,NA,2019,1,B,NA,10,NA,5,1,*,*,*,*,*,*,*,*,*,*,NA,*,*,NA,*,*,NA,*,*,NA,*,10,*,*,*,*
sb_ca2019_all_csv_v4.txt,35,75259,0000000,NA,2019,1,B,NA,566,NA,5,1,88,86,2449.2,12.79,15.12,27.91,27.91,44.19,86,15.12,NA,39.53,8.14,NA,38.37,8.14,NA,40.70,10.47,NA,45.35,566,45.35,53.49,51.16,44.19
sb_ca2019_all_csv_v4.txt,36,10363,0000000,NA,2019,1,B,NA,624,NA,5,1,44,40,2347.7,0.00,5.00,5.00,7.50,87.50,40,2.50,NA,77.50,2.50,NA,90.00,2.50,NA,77.50,2.50,NA,90.00,624,20.00,7.50,20.00,7.50
sb_ca2019_all_csv_v4.txt,36,67611,0000000,NA,2019,1,B,NA,3293,NA,5,1,540,529,2444.2,7.75,19.66,27.41,24.57,48.02,529,13.80,NA,44.42,10.98,NA,44.13,8.32,NA,37.43,9.83,NA,48.77,3292,41.78,44.89,54.25,41.40
sb_ca2019_all_csv_v4.txt,36,67694,0000000,NA,2019,1,B,NA,1494,NA,5,1,278,271,2487.4,15.50,30.26,45.76,23.99,30.26,271,22.88,NA,32.84,19.26,NA,29.26,14.76,NA,25.83,24.35,NA,30.63,1493,44.28,51.48,59.41,45.02
sb_ca2019_all_csv_v4.txt,36,67702,0000000,NA,2019,1,B,NA,9345,NA,5,1,1537,1512,2551.3,40.61,31.88,72.49,15.34,12.17,1512,43.65,NA,11.97,40.54,NA,12.96,30.36,NA,9.19,44.38,NA,12.96,9343,44.38,46.49,60.45,42.66
sb_ca2019_all_csv_v4.txt,36,67736,0000000,NA,2019,1,B,NA,544,NA,5,1,85,82,2489.1,15.85,26.83,42.68,30.49,26.83,82,20.99,NA,28.40,22.22,NA,22.22,11.11,NA,23.46,20.99,NA,34.57,544,50.62,55.56,65.43,44.44
sb_ca2019_all_csv_v4.txt,36,67876,0000000,NA,2019,1,B,NA,25925,NA,5,1,3949,3887,2476.9,13.93,26.59,40.51,23.55,35.93,3885,16.66,NA,35.20,17.87,NA,33.03,13.05,NA,25.10,19.88,NA,34.06,25909,48.15,49.10,61.84,46.06
sb_ca2019_all_csv_v4.txt,36,75044,0000000,NA,2019,1,B,NA,11353,NA,5,1,1690,1664,2468.0,12.44,24.40,36.84,23.38,39.78,1664,17.87,NA,38.09,16.07,NA,36.30,10.41,NA,28.52,17.03,NA,38.87,11347,44.04,47.62,61.07,44.10
sb_ca2019_all_csv_v4.txt,36,75077,0000000,NA,2019,1,B,NA,6824,NA,5,1,993,983,2480.7,15.61,28.67,44.29,21.53,34.18,980,22.49,NA,30.37,17.52,NA,33.30,13.63,NA,23.05,18.03,NA,31.86,6812,47.14,49.18,63.32,50.10
sb_ca2019_all_csv_v4.txt,37,67967,0000000,NA,2019,1,B,NA,932,NA,5,1,167,163,2515.7,25.15,29.45,54.60,24.54,20.86,163,26.38,NA,23.93,32.52,NA,17.18,17.79,NA,15.95,28.83,NA,23.93,932,49.69,50.31,66.26,47.24
sb_ca2019_all_csv_v4.txt,37,67983,0000000,NA,2019,1,B,NA,196,NA,5,1,27,26,2480.9,11.54,30.77,42.31,15.38,42.31,26,23.08,NA,26.92,19.23,NA,30.77,15.38,NA,30.77,11.54,NA,42.31,196,50.00,50.00,53.85,46.15
sb_ca2019_all_csv_v4.txt,37,67991,0000000,NA,2019,1,B,NA,10661,NA,5,1,1731,1703,2477.0,18.56,23.55,42.10,19.50,38.40,1703,21.02,NA,37.76,21.22,NA,36.27,14.68,NA,28.24,21.67,NA,36.76,10660,41.22,42.50,57.08,41.57
sb_ca2019_all_csv_v4.txt,37,68031,0000000,NA,2019,1,B,NA,1561,NA,5,1,223,217,2567.3,48.85,30.41,79.26,11.98,8.76,217,51.15,NA,5.07,47.47,NA,10.14,41.94,NA,5.99,49.77,NA,10.14,1559,43.78,42.40,52.07,40.09
sb_ca2019_all_csv_v4.txt,37,68049,0000000,NA,2019,1,B,NA,92,NA,5,1,17,17,2451.2,5.88,17.65,23.53,29.41,47.06,17,5.88,NA,47.06,11.76,NA,47.06,11.76,NA,17.65,5.88,NA,29.41,92,47.06,41.18,70.59,64.71
sb_ca2019_all_csv_v4.txt,37,68163,0000000,NA,2019,1,B,NA,198,NA,5,1,34,34,2482.2,17.65,20.59,38.24,26.47,35.29,34,20.59,NA,35.29,23.53,NA,29.41,20.59,NA,32.35,17.65,NA,41.18,198,44.12,47.06,47.06,41.18
sb_ca2019_all_csv_v4.txt,36,67587,0000000,NA,2019,1,B,NA,5336,NA,5,1,940,931,2453.2,10.31,21.05,31.36,22.56,46.08,931,13.64,NA,44.04,14.18,NA,40.60,8.06,NA,34.80,13.10,NA,45.01,5335,42.32,45.22,57.14,41.89
sb_ca2019_all_csv_v4.txt,36,67637,0000000,NA,2019,1,B,NA,1242,NA,5,1,188,184,2486.0,16.30,27.17,43.48,25.00,31.52,184,23.91,NA,30.98,16.30,NA,29.35,11.96,NA,21.74,18.48,NA,33.70,1241,45.11,54.35,66.30,47.83
sb_ca2019_all_csv_v4.txt,36,67645,0000000,NA,2019,1,B,NA,2998,NA,5,1,517,512,2517.5,26.95,32.23,59.18,19.34,21.48,512,31.05,NA,18.36,31.25,NA,18.55,18.55,NA,18.75,31.84,NA,23.05,2998,50.59,50.20,62.70,45.12
sb_ca2019_all_csv_v4.txt,36,67686,0000000,NA,2019,1,B,NA,11666,NA,5,1,1539,1525,2480.4,16.34,25.33,41.67,23.56,34.78,1524,20.67,NA,35.10,18.90,NA,31.63,12.93,NA,25.46,21.00,NA,33.07,11643,44.23,49.48,61.61,45.93
sb_ca2019_all_csv_v4.txt,36,67793,0000000,NA,2019,1,B,NA,62,NA,5,1,7,7,*,*,*,*,*,*,7,*,NA,*,*,NA,*,*,NA,*,*,NA,*,62,*,*,*,*
sb_ca2019_all_csv_v4.txt,36,67801,0000000,NA,2019,1,B,NA,530,NA,5,1,85,81,2465.7,9.88,27.16,37.04,19.75,43.21,81,17.28,NA,37.04,14.81,NA,25.93,7.41,NA,32.10,11.11,NA,40.74,530,45.68,59.26,60.49,48.15
sb_ca2019_all_csv_v4.txt,36,67819,0000000,NA,2019,1,B,NA,13475,NA,5,1,2434,2407,2492.8,17.62,29.62,47.24,23.47,29.29,2407,21.20,NA,28.93,20.82,NA,26.10,13.05,NA,22.07,23.73,NA,26.56,13472,49.88,53.08,64.88,49.71
sb_ca2019_all_csv_v4.txt,36,67843,0000000,NA,2019,1,B,NA,10857,NA,5,1,1591,1568,2516.2,29.08,28.13,57.21,18.94,23.85,1568,31.19,NA,24.55,32.97,NA,21.94,21.11,NA,17.54,33.48,NA,23.79,10847,44.26,45.09,61.35,42.73
sb_ca2019_all_csv_v4.txt,36,67868,0000000,NA,2019,1,B,NA,1643,NA,5,1,261,247,2490.2,17.00,31.17,48.18,19.84,31.98,247,22.76,NA,28.46,21.54,NA,30.49,15.04,NA,21.14,23.17,NA,28.05,1642,48.78,47.97,63.82,48.78
sb_ca2019_all_csv_v4.txt,36,73957,0000000,NA,2019,1,B,NA,3946,NA,5,1,557,549,2472.0,10.93,27.87,38.80,22.22,38.98,549,19.13,NA,32.79,13.48,NA,36.79,10.75,NA,30.78,17.12,NA,38.43,3946,48.09,49.73,58.47,44.44
sb_ca2019_all_csv_v4.txt,36,75069,0000000,NA,2019,1,B,NA,5656,NA,5,1,816,804,2499.6,21.77,28.36,50.12,20.27,29.60,804,25.50,NA,26.74,25.03,NA,26.77,18.78,NA,20.40,24.00,NA,29.85,5654,47.76,48.19,60.82,46.14
sb_ca2019_all_csv_v4.txt,37,68007,0000000,NA,2019,1,B,NA,386,NA,5,1,87,83,2559.4,39.76,36.14,75.90,16.87,7.23,83,40.96,NA,7.23,45.78,NA,8.43,34.94,NA,6.02,42.17,NA,8.43,386,51.81,45.78,59.04,49.40
sb_ca2019_all_csv_v4.txt,37,68023,0000000,NA,2019,1,B,NA,12797,NA,5,1,3255,3192,2532.9,33.29,32.79,66.08,16.18,17.74,3190,35.24,NA,18.87,36.56,NA,17.25,25.58,NA,13.76,39.09,NA,16.80,12792,45.89,46.19,60.66,44.11
sb_ca2019_all_csv_v4.txt,37,68098,0000000,NA,2019,1,B,NA,9817,NA,5,1,1618,1587,2487.5,15.83,28.31,44.14,24.91,30.96,1586,19.04,NA,31.59,22.26,NA,26.67,12.55,NA,23.58,20.68,NA,29.95,9810,49.37,51.07,63.87,49.37
sb_ca2019_all_csv_v4.txt,37,68155,0000000,NA,2019,1,B,NA,374,NA,5,1,60,58,2466.8,13.79,20.69,34.48,27.59,37.93,58,18.97,NA,37.93,12.07,NA,37.93,8.62,NA,25.86,20.69,NA,36.21,374,43.10,50.00,65.52,43.10
sb_ca2019_all_csv_v4.txt,37,68296,0000000,NA,2019,1,B,NA,18719,NA,5,1,2715,2665,2567.6,46.75,31.63,78.39,12.87,8.74,2665,50.39,NA,10.06,50.32,NA,9.38,35.31,NA,7.43,49.10,NA,10.36,18716,39.55,40.30,57.26,40.54
sb_ca2019_all_csv_v4.txt,37,68312,0000000,NA,2019,1,B,NA,427,NA,5,1,80,79,2600.3,60.76,30.38,91.14,6.33,2.53,79,59.49,NA,1.27,59.49,NA,1.27,50.63,NA,2.53,63.29,NA,1.27,427,39.24,39.24,46.84,35.44
sb_ca2019_all_csv_v4.txt,37,68338,0000000,NA,2019,1,B,NA,49572,NA,5,1,8047,7808,2522.8,32.19,27.84,60.03,17.62,22.35,7804,35.21,NA,22.25,33.29,NA,21.50,24.22,NA,17.46,35.80,NA,21.19,49520,42.54,45.21,58.32,43.02
sb_ca2019_all_csv_v4.txt,37,68379,0000000,NA,2019,1,B,NA,2952,NA,5,1,522,501,2472.2,13.77,28.14,41.92,20.56,37.52,501,17.56,NA,35.73,17.96,NA,34.13,10.78,NA,27.74,21.56,NA,35.33,2952,46.71,47.90,61.48,43.11
sb_ca2019_all_csv_v4.txt,37,73569,0000000,NA,2019,1,B,NA,9030,NA,5,1,1329,1300,2485.5,17.15,27.00,44.15,22.23,33.62,1300,23.92,NA,30.77,20.32,NA,30.64,14.15,NA,25.23,21.31,NA,32.54,9019,45.31,49.04,60.62,46.15
sb_ca2019_all_csv_v4.txt,37,75416,0000000,NA,2019,1,B,NA,101,NA,5,1,9,9,*,*,*,*,*,*,9,*,NA,*,*,NA,*,*,NA,*,*,NA,*,101,*,*,*,*
sb_ca2019_all_csv_v4.txt,38,10389,0000000,NA,2019,1,B,NA,9,NA,5,1,*,*,*,*,*,*,*,*,*,*,NA,*,*,NA,*,*,NA,*,*,NA,*,9,*,*,*,*
sb_ca2019_all_csv_v4.txt,38,68478,0000000,NA,2019,1,B,NA,25855,NA,5,1,4039,3914,2519.8,31.19,27.86,59.05,17.66,23.29,3912,34.20,NA,23.20,36.53,NA,21.84,22.19,NA,19.42,34.30,NA,22.27,25786,42.59,41.63,58.39,43.43
sb_ca2019_all_csv_v4.txt,39,10397,0000000,NA,2019,1,B,NA,472,NA,5,1,23,18,2402.9,0.00,20.00,20.00,6.67,73.33,15,6.67,NA,60.00,0.00,NA,66.67,13.33,NA,60.00,0.00,NA,60.00,458,33.33,33.33,26.67,40.00
sb_ca2019_all_csv_v4.txt,34,73973,0000000,NA,2019,1,B,NA,2160,NA,5,1,311,307,2487.8,12.75,33.01,45.75,25.16,29.08,306,21.57,NA,28.10,17.65,NA,29.41,14.05,NA,24.51,20.26,NA,29.08,2155,50.33,52.94,61.44,50.65
